index,date,hair,age,experience,salary,gender,diploma,speciality,score,availability,hired
17062,2011-02-14,chatain,51.0,10.0,42871.0,F,doctorat,forage,79.82,oui,No
12577,2013-04-27,chatain,50.0,9.0,34070.0,F,master,geologie,75.39,non,No
11474,2011-05-19,chatain,24.0,12.0,32335.0,F,master,geologie,95.54,non,No
2717,2014-07-29,brun,22.0,7.0,31274.0,M,master,detective,80.35,non,Yes
326,2014-03-04,blond,18.0,5.0,31315.0,M,master,geologie,85.04,oui,No
10085,2014-12-06,chatain,43.0,8.0,33967.0,F,master,forage,74.04,oui,No
3544,2013-10-19,blond,37.0,17.0,28827.0,M,master,geologie,69.95,non,No
8746,2014-08-28,brun,44.0,17.0,37094.0,M,master,detective,89.94,oui,No
19480,2014-12-15,roux,32.0,16.0,30228.0,F,licence,archeologie,88.47,oui,No
16127,2012-02-22,brun,30.0,7.0,31207.0,M,master,geologie,75.11,non,No
5139,2011-10-26,blond,24.0,12.0,36070.0,M,licence,geologie,69.02,non,No
1202,2014-05-20,brun,44.0,9.0,35640.0,F,licence,detective,65.73,non,No
7497,2012-05-14,brun,39.0,16.0,36787.0,M,master,geologie,71.47,oui,No
18553,2010-01-19,brun,45.0,7.0,30702.0,M,master,geologie,71.84,non,No
13721,2011-09-05,brun,39.0,11.0,34855.0,F,master,detective,110.6,oui,No
15072,2011-01-04,blond,30.0,9.0,,M,master,geologie,84.47,non,No
16383,2013-02-26,brun,28.0,6.0,28199.0,F,master,geologie,90.27,non,No
11922,2013-07-31,blond,38.0,8.0,38191.0,F,bac,detective,72.15,non,Yes
7095,2011-04-10,blond,42.0,10.0,36302.0,M,licence,geologie,64.23,non,No
16335,2012-06-21,chatain,31.0,11.0,30080.0,M,doctorat,detective,82.73,oui,No
2811,2013-08-29,brun,40.0,10.0,37371.0,F,master,geologie,68.44,oui,Yes
7880,2012-12-18,brun,37.0,12.0,37030.0,M,master,geologie,72.2,oui,No
10614,2013-11-30,roux,28.0,12.0,31879.0,M,licence,forage,73.13,non,No
1344,2012-12-11,brun,33.0,6.0,32494.0,M,licence,geologie,71.49,non,No
6630,2013-06-06,roux,43.0,11.0,32866.0,M,licence,geologie,59.14,non,No
15415,2010-01-27,brun,35.0,8.0,34036.0,M,master,forage,64.78,oui,No
8893,2010-06-01,chatain,30.0,16.0,29254.0,F,doctorat,detective,87.55,non,No
13662,2011-05-23,brun,15.0,7.0,33554.0,M,master,geologie,63.88,non,No
11404,2010-08-26,chatain,35.0,20.0,29957.0,M,master,geologie,64.93,non,Yes
3751,2010-03-11,chatain,40.0,11.0,33925.0,M,doctorat,geologie,59.88,non,Yes
16821,2014-05-02,brun,40.0,16.0,33133.0,M,master,geologie,91.24,non,No
2248,2011-09-24,roux,28.0,9.0,31968.0,M,licence,geologie,75.29,non,No
416,2013-10-11,chatain,35.0,4.0,37957.0,F,master,geologie,85.85,non,No
13214,2012-08-30,chatain,26.0,3.0,31191.0,F,doctorat,detective,85.48,non,No
1025,2013-06-02,roux,33.0,12.0,31758.0,M,master,geologie,68.19,oui,No
13995,2010-11-07,chatain,46.0,12.0,30913.0,M,master,geologie,55.57,non,No
12385,2012-02-09,brun,35.0,10.0,41721.0,M,licence,geologie,55.13,non,No
2966,2014-10-11,chatain,37.0,15.0,31754.0,F,doctorat,detective,99.78,oui,No
3416,2012-06-22,roux,37.0,11.0,35135.0,M,licence,detective,75.99,oui,No
7677,2010-06-05,roux,37.0,9.0,33007.0,M,licence,geologie,82.69,non,No
7054,2012-10-01,blond,36.0,11.0,26662.0,M,licence,geologie,85.37,non,No
12896,2010-09-26,chatain,29.0,7.0,32076.0,M,doctorat,geologie,96.57,oui,No
15212,2013-11-26,brun,50.0,9.0,32202.0,M,doctorat,archeologie,106.66,oui,No
10855,2012-04-08,blond,39.0,15.0,30181.0,F,master,detective,85.4,oui,No
10078,2011-05-03,chatain,18.0,11.0,39061.0,M,master,geologie,69.81,oui,No
7661,2010-03-09,blond,22.0,8.0,37684.0,M,licence,forage,70.51,non,No
16887,2013-09-16,chatain,33.0,12.0,35733.0,F,doctorat,archeologie,122.52,oui,No
12367,2011-05-05,chatain,41.0,12.0,38431.0,F,licence,geologie,70.44,non,No
7909,2013-08-13,chatain,46.0,7.0,31012.0,F,doctorat,archeologie,96.61,oui,No
15953,2013-04-01,chatain,28.0,3.0,31983.0,F,doctorat,forage,103.04,oui,No
2057,2012-09-12,chatain,35.0,4.0,40585.0,M,licence,geologie,54.78,non,No
9675,2014-03-24,chatain,26.0,7.0,41454.0,F,master,archeologie,90.24,oui,No
13409,2010-06-02,brun,38.0,5.0,38492.0,F,licence,detective,73.15,oui,No
3912,2011-08-12,chatain,36.0,9.0,35552.0,M,doctorat,geologie,91.64,oui,No
2933,2014-07-15,chatain,42.0,10.0,28806.0,M,doctorat,forage,102.56,oui,No
5603,2013-09-23,chatain,20.0,12.0,38785.0,F,licence,detective,71.13,non,No
5620,2011-09-17,blond,11.0,9.0,35743.0,F,licence,detective,75.01,non,No
10121,2010-05-21,brun,35.0,17.0,41787.0,M,licence,geologie,49.83,non,No
3753,2012-03-02,brun,43.0,11.0,30659.0,M,doctorat,geologie,102.37,oui,No
18314,2013-05-16,blond,42.0,15.0,29746.0,M,doctorat,geologie,85.38,oui,No
16208,2011-02-21,chatain,38.0,14.0,42303.0,F,master,detective,68.63,oui,No
9435,2013-11-08,chatain,47.0,7.0,38825.0,M,doctorat,geologie,79.89,oui,No
2243,2013-04-21,chatain,42.0,11.0,31405.0,M,master,geologie,66.11,non,No
12219,2011-05-19,chatain,40.0,7.0,29791.0,F,master,forage,79.83,non,No
15337,2013-09-03,blond,16.0,10.0,39263.0,M,bac,geologie,66.37,non,No
13576,2012-12-01,blond,47.0,6.0,27017.0,M,master,geologie,98.13,non,No
9365,2011-10-09,blond,38.0,5.0,41344.0,M,bac,forage,44.34,non,No
19193,2014-10-17,brun,31.0,11.0,39193.0,M,licence,geologie,63.55,non,No
19724,2012-06-24,brun,33.0,12.0,38211.0,F,licence,geologie,68.23,non,No
17599,2010-05-09,brun,40.0,9.0,33408.0,M,master,geologie,84.64,oui,No
2886,2012-05-20,chatain,37.0,11.0,37581.0,F,master,forage,81.04,oui,No
6363,2011-02-04,chatain,39.0,15.0,30275.0,F,master,geologie,72.25,non,No
16461,2014-04-23,blond,42.0,11.0,30458.0,M,master,geologie,54.93,non,No
3379,2012-01-22,chatain,20.0,7.0,38297.0,F,doctorat,detective,94.34,oui,No
9093,2010-03-29,chatain,20.0,10.0,40703.0,M,licence,geologie,60.55,non,No
5387,2013-09-12,chatain,,7.0,39709.0,M,master,geologie,95.51,oui,No
6738,2012-09-16,brun,21.0,6.0,33108.0,F,doctorat,detective,114.7,oui,No
11611,2010-04-06,blond,29.0,11.0,35683.0,M,licence,geologie,64.05,oui,No
146,2013-01-01,brun,33.0,10.0,37521.0,M,master,geologie,70.78,non,No
2867,2013-03-20,chatain,23.0,12.0,34682.0,F,master,,87.88,non,No
3214,2012-03-07,brun,47.0,8.0,30115.0,M,master,geologie,75.82,non,Yes
15925,2013-12-16,blond,31.0,13.0,43104.0,M,licence,archeologie,102.48,oui,Yes
7763,2013-07-14,blond,35.0,12.0,31228.0,F,master,detective,90.8,oui,No
15761,2012-11-05,brun,37.0,12.0,38360.0,F,master,detective,86.42,oui,No
14526,2011-02-04,blond,14.0,2.0,37279.0,M,master,detective,74.36,oui,No
8176,2014-04-05,brun,19.0,15.0,41967.0,M,licence,archeologie,82.24,oui,No
831,2013-05-19,blond,24.0,10.0,33265.0,M,master,detective,74.91,oui,No
1680,2011-12-05,brun,47.0,8.0,26579.0,M,master,geologie,95.24,non,No
1624,2010-07-10,brun,54.0,8.0,33398.0,M,doctorat,detective,85.38,oui,No
5676,2012-06-26,chatain,39.0,10.0,26893.0,F,master,geologie,81.27,non,No
4559,2010-12-05,blond,16.0,10.0,24272.0,M,master,forage,95.19,oui,No
17786,2012-08-10,brun,51.0,12.0,37451.0,M,bac,geologie,32.58,non,No
16117,2014-11-30,blond,28.0,8.0,34421.0,F,licence,geologie,87.03,non,No
9878,2012-06-24,blond,35.0,12.0,28108.0,F,master,forage,101.1,non,No
12651,2012-02-16,blond,33.0,10.0,33623.0,F,licence,geologie,74.13,non,Yes
18111,2012-01-12,chatain,45.0,9.0,33675.0,M,master,geologie,81.43,non,No
8728,2011-01-08,chatain,27.0,9.0,25630.0,F,doctorat,detective,105.17,oui,No
13457,2011-04-24,chatain,24.0,9.0,31405.0,F,doctorat,detective,101.15,oui,No
5186,2013-05-09,blond,32.0,13.0,36403.0,M,licence,geologie,45.86,non,No
16396,2014-07-08,brun,32.0,6.0,41741.0,M,licence,geologie,66.39,oui,No
5748,2013-05-21,chatain,47.0,10.0,25847.0,F,master,detective,98.04,non,No
18567,,blond,49.0,9.0,37405.0,M,master,detective,82.66,oui,No
7065,2011-01-06,chatain,25.0,13.0,38318.0,F,master,detective,86.08,oui,No
7195,2010-11-16,brun,49.0,9.0,42251.0,M,licence,geologie,68.15,oui,No
4496,2012-07-02,brun,17.0,12.0,36198.0,F,licence,forage,68.06,non,No
18421,2010-08-16,chatain,42.0,9.0,36689.0,M,master,forage,69.47,oui,No
6535,2011-03-07,brun,,10.0,40485.0,M,master,geologie,76.24,oui,Yes
15935,2014-12-18,chatain,61.0,12.0,34203.0,F,doctorat,detective,120.65,oui,No
3392,2010-12-07,chatain,30.0,9.0,25593.0,F,doctorat,forage,125.67,oui,No
3003,2013-06-15,brun,35.0,12.0,37411.0,M,licence,geologie,58.17,non,No
17132,2013-11-16,roux,25.0,7.0,31809.0,M,master,forage,83.15,oui,No
16360,2012-07-13,roux,37.0,8.0,43588.0,M,bac,geologie,28.27,non,No
1119,2012-08-16,blond,33.0,11.0,33901.0,M,master,geologie,66.9,non,No
2706,2014-05-20,blond,15.0,11.0,36427.0,M,bac,detective,91.16,non,Yes
4536,2014-08-10,blond,29.0,5.0,32080.0,F,master,forage,99.33,oui,No
10421,2013-06-01,brun,34.0,14.0,36470.0,M,licence,geologie,51.17,non,No
14167,2012-03-16,brun,31.0,11.0,46595.0,F,licence,forage,71.4,oui,Yes
7212,2012-12-07,chatain,54.0,11.0,41431.0,F,bac,geologie,46.15,non,No
11679,2010-04-01,chatain,30.0,10.0,35267.0,M,doctorat,geologie,70.34,oui,No
10409,2010-07-07,blond,44.0,8.0,24588.0,M,master,geologie,94.87,non,Yes
14930,2010-04-21,chatain,30.0,9.0,39623.0,F,doctorat,detective,77.08,oui,No
18356,2014-09-03,brun,43.0,9.0,40446.0,M,master,forage,89.27,oui,No
8353,2013-05-01,chatain,44.0,9.0,29798.0,M,doctorat,geologie,93.23,oui,No
17031,2013-09-27,chatain,37.0,6.0,28530.0,M,master,geologie,64.35,non,Yes
19791,2013-04-30,brun,35.0,12.0,41489.0,M,licence,geologie,59.53,non,No
14546,2014-10-02,chatain,34.0,12.0,44210.0,M,master,geologie,46.73,non,No
19788,2010-07-22,blond,35.0,7.0,37443.0,M,licence,geologie,70.47,non,No
2964,2010-05-04,roux,49.0,12.0,47328.0,M,bac,forage,49.81,oui,No
8181,2010-10-15,,22.0,13.0,28245.0,M,doctorat,forage,117.99,oui,No
9393,2013-11-22,chatain,23.0,7.0,29178.0,F,doctorat,geologie,92.64,non,Yes
2215,2014-12-20,roux,30.0,8.0,40986.0,M,bac,forage,55.54,non,No
4313,2014-12-01,brun,35.0,5.0,37068.0,M,master,forage,62.73,non,No
2330,2010-08-20,blond,41.0,14.0,29435.0,M,master,geologie,89.67,non,No
16217,2011-01-13,brun,21.0,16.0,37132.0,M,licence,geologie,75.5,non,Yes
16021,2012-01-21,blond,40.0,11.0,42450.0,M,licence,forage,89.69,oui,Yes
15082,2014-09-10,brun,18.0,13.0,37732.0,M,master,detective,60.72,oui,Yes
4502,2013-08-14,chatain,26.0,11.0,37742.0,F,licence,detective,37.12,non,Yes
3953,2013-05-13,brun,40.0,17.0,35337.0,M,master,detective,99.42,oui,No
1695,2010-02-13,brun,45.0,10.0,32030.0,F,licence,detective,93.43,non,No
5027,2014-10-24,roux,43.0,6.0,33388.0,M,master,geologie,72.75,oui,No
1903,2012-01-20,chatain,43.0,10.0,44265.0,F,licence,archeologie,54.51,oui,No
4721,2013-03-03,chatain,46.0,16.0,44610.0,M,licence,forage,65.5,oui,No
15860,2013-07-21,chatain,46.0,10.0,46549.0,F,master,archeologie,87.31,oui,No
15066,2014-09-07,brun,36.0,6.0,27399.0,F,master,detective,99.08,oui,No
10555,2013-09-13,chatain,20.0,8.0,36172.0,F,master,forage,51.27,non,Yes
15881,2013-02-10,brun,31.0,9.0,32679.0,F,licence,geologie,66.39,non,No
5521,2012-01-26,blond,25.0,13.0,36495.0,M,licence,geologie,60.52,non,No
19073,2014-06-09,blond,35.0,10.0,31372.0,M,licence,geologie,79.72,non,No
2756,2012-11-29,brun,27.0,7.0,29950.0,F,licence,forage,67.64,non,Yes
12035,2014-10-22,brun,38.0,5.0,34376.0,F,licence,geologie,75.68,non,No
18684,2011-12-17,brun,25.0,12.0,35450.0,M,master,detective,65.2,oui,No
1807,2010-09-19,blond,24.0,11.0,33342.0,M,master,archeologie,75.33,oui,No
5340,2014-07-24,chatain,31.0,10.0,30228.0,M,master,geologie,72.29,non,No
4051,2013-09-08,blond,23.0,11.0,27370.0,M,master,geologie,102.25,oui,No
1700,2010-02-21,roux,34.0,11.0,31606.0,F,licence,geologie,94.02,non,No
11680,2011-12-11,blond,40.0,16.0,43142.0,M,licence,detective,56.91,oui,No
17655,2011-04-04,blond,29.0,5.0,38787.0,M,bac,geologie,,non,No
14464,2012-03-20,chatain,38.0,9.0,37783.0,M,master,geologie,48.2,non,No
2055,2013-02-10,blond,35.0,11.0,25808.0,M,master,geologie,88.54,non,No
9257,2010-07-16,brun,40.0,9.0,27333.0,M,master,geologie,99.75,non,No
7336,2011-04-19,brun,44.0,10.0,29126.0,M,master,geologie,61.05,non,Yes
1548,2012-05-28,brun,48.0,7.0,35334.0,M,licence,geologie,56.53,non,No
13235,2012-10-07,blond,43.0,2.0,28910.0,M,doctorat,detective,90.02,oui,No
7389,2011-09-11,chatain,42.0,12.0,37532.0,M,licence,geologie,42.68,non,No
17877,2013-05-02,brun,18.0,8.0,37433.0,M,bac,geologie,43.99,non,No
15169,2012-11-19,brun,42.0,8.0,38008.0,F,licence,forage,62.96,non,No
10834,2013-06-18,brun,33.0,12.0,31275.0,F,master,geologie,82.81,non,No
3958,2012-06-12,blond,36.0,16.0,38647.0,F,bac,geologie,71.28,non,No
1404,2012-02-27,chatain,46.0,7.0,27537.0,F,master,forage,91.02,non,No
8095,2012-07-02,chatain,22.0,14.0,34855.0,F,licence,geologie,87.58,non,No
17884,2012-02-01,brun,38.0,13.0,29949.0,F,licence,geologie,71.05,non,No
14134,2010-03-14,brun,32.0,11.0,36930.0,M,licence,detective,57.58,oui,No
3670,2010-01-17,brun,32.0,17.0,30768.0,M,licence,geologie,50.44,non,No
14771,2014-12-05,chatain,27.0,16.0,26489.0,F,doctorat,detective,96.91,oui,No
4451,2010-08-19,brun,25.0,9.0,35131.0,F,master,forage,78.59,non,No
9700,2011-04-04,brun,33.0,6.0,37494.0,M,licence,forage,61.15,non,No
16810,2014-07-26,brun,25.0,9.0,37921.0,M,master,geologie,87.72,oui,No
134,2010-07-01,chatain,39.0,12.0,35233.0,F,master,detective,89.98,oui,No
7482,2013-03-24,blond,49.0,8.0,38332.0,M,licence,detective,69.35,oui,No
15753,2010-11-23,blond,28.0,14.0,36594.0,M,licence,detective,77.84,oui,No
1224,2011-12-27,chatain,42.0,9.0,32580.0,F,master,detective,75.14,oui,No
104,2013-09-18,chatain,30.0,8.0,31390.0,F,licence,archeologie,65.38,non,Yes
13916,2011-03-12,chatain,28.0,4.0,37184.0,M,doctorat,geologie,70.98,oui,No
15388,2013-02-11,blond,33.0,6.0,34907.0,M,licence,geologie,73.08,non,No
12192,2012-09-30,blond,21.0,13.0,24474.0,M,master,geologie,87.91,non,No
13631,2012-10-09,blond,27.0,9.0,32855.0,F,licence,detective,64.7,non,No
12124,2011-07-08,roux,33.0,11.0,29903.0,M,licence,geologie,62.08,non,No
10073,2014-06-14,chatain,38.0,10.0,34731.0,F,master,detective,94.16,oui,No
11114,2013-06-11,brun,21.0,9.0,29407.0,M,master,geologie,80.11,non,Yes
9459,2013-11-19,chatain,41.0,7.0,30204.0,F,doctorat,detective,79.02,oui,No
1720,2013-12-25,chatain,43.0,6.0,29636.0,M,doctorat,forage,72.15,oui,No
1907,2014-11-12,blond,31.0,11.0,28024.0,F,licence,forage,99.06,non,No
12535,2013-09-22,chatain,39.0,11.0,33559.0,F,master,geologie,98.44,oui,No
4303,2011-12-19,roux,47.0,9.0,39245.0,M,bac,geologie,36.29,non,No
11829,2014-03-14,roux,38.0,10.0,37257.0,M,bac,geologie,64.72,non,No
11295,2014-03-28,chatain,34.0,9.0,32195.0,F,master,geologie,107.48,oui,No
8895,2010-03-23,chatain,33.0,8.0,37540.0,F,master,detective,107.01,oui,No
18859,2010-06-30,brun,35.0,15.0,33744.0,M,licence,geologie,69.16,non,No
19626,2011-07-08,blond,26.0,9.0,39788.0,M,licence,detective,91.71,oui,Yes
4228,2011-11-01,brun,45.0,7.0,42362.0,M,licence,geologie,49.07,oui,No
11865,,chatain,27.0,10.0,38210.0,F,doctorat,detective,69.27,oui,No
3387,2014-12-05,blond,38.0,8.0,34312.0,M,master,geologie,68.03,oui,No
18095,2013-09-13,chatain,39.0,10.0,35342.0,M,doctorat,geologie,80.04,oui,No
17300,2011-10-15,chatain,40.0,8.0,30412.0,M,doctorat,forage,87.66,oui,No
19379,2011-06-02,brun,34.0,9.0,31833.0,M,master,geologie,70.61,non,No
1595,2013-08-05,roux,24.0,11.0,41926.0,M,licence,detective,98.86,oui,Yes
17182,2010-09-29,brun,36.0,10.0,40320.0,M,master,detective,80.12,oui,No
11933,2013-06-30,roux,45.0,4.0,29833.0,F,licence,archeologie,78.36,,No
19617,2012-07-22,chatain,30.0,11.0,33547.0,M,master,geologie,86.4,non,No
7436,2010-08-13,brun,23.0,9.0,36745.0,,master,forage,87.99,oui,No
15956,2012-04-07,blond,39.0,12.0,34198.0,M,licence,geologie,64.15,non,No
5003,2012-02-07,brun,28.0,3.0,30159.0,M,master,geologie,80.0,non,No
848,2013-07-07,chatain,31.0,7.0,46220.0,F,licence,detective,80.13,oui,No
1133,2014-01-20,blond,41.0,7.0,28955.0,M,master,geologie,84.55,non,Yes
12134,2011-06-07,chatain,41.0,13.0,31378.0,M,doctorat,detective,82.45,oui,No
17568,2012-02-03,brun,,9.0,31795.0,F,master,forage,64.2,non,No
19274,2011-07-24,blond,35.0,9.0,32523.0,M,licence,geologie,67.86,non,No
203,2010-12-17,blond,37.0,10.0,39375.0,M,bac,geologie,35.95,non,No
11444,2011-08-31,chatain,33.0,11.0,34899.0,F,master,forage,111.9,oui,No
15975,2013-01-18,blond,31.0,13.0,29238.0,F,master,detective,103.72,oui,No
17286,2012-12-26,brun,36.0,10.0,24012.0,F,master,forage,88.22,non,No
1450,2011-02-06,blond,30.0,10.0,34354.0,F,licence,detective,78.8,non,No
2564,2014-09-14,chatain,22.0,5.0,27831.0,F,doctorat,geologie,87.57,non,No
1187,2014-08-12,brun,25.0,11.0,23681.0,F,master,geologie,91.13,non,No
13436,2014-08-17,blond,35.0,1.0,34231.0,M,master,forage,74.31,oui,No
15202,2014-08-24,brun,47.0,6.0,22223.0,M,doctorat,forage,111.33,oui,No
4264,2011-02-08,chatain,12.0,7.0,43183.0,F,master,detective,81.01,oui,No
3306,2011-07-24,chatain,43.0,6.0,32957.0,F,master,geologie,82.37,non,No
6781,2013-12-07,roux,48.0,9.0,29257.0,M,bac,geologie,58.86,non,No
11031,2013-09-16,chatain,39.0,12.0,23150.0,F,doctorat,forage,111.23,oui,No
19962,2011-11-14,chatain,26.0,13.0,27696.0,F,master,geologie,78.47,non,No
15366,2014-01-05,chatain,40.0,6.0,32486.0,F,doctorat,archeologie,91.34,oui,No
6608,2010-08-03,brun,29.0,9.0,35582.0,F,licence,forage,71.32,non,No
1739,2010-07-29,brun,30.0,15.0,41465.0,M,bac,geologie,61.59,non,No
5803,2014-07-11,brun,40.0,9.0,37551.0,M,licence,geologie,53.14,non,No
16050,2011-05-29,brun,45.0,11.0,34237.0,M,master,detective,90.32,oui,No
8705,2013-08-06,chatain,39.0,12.0,41812.0,M,licence,geologie,43.86,non,No
17858,2013-06-03,brun,35.0,4.0,30324.0,F,licence,forage,78.09,non,No
7101,2012-06-22,roux,33.0,9.0,35152.0,M,licence,geologie,93.35,non,Yes
5936,2012-04-09,blond,47.0,9.0,34993.0,M,licence,geologie,66.2,non,No
7314,2011-10-08,chatain,28.0,10.0,33791.0,F,doctorat,detective,94.49,oui,No
7960,2011-06-08,brun,25.0,7.0,35262.0,F,licence,detective,66.82,non,Yes
15861,2014-04-19,blond,33.0,6.0,35445.0,F,licence,geologie,70.98,non,No
243,2010-11-17,chatain,36.0,9.0,37932.0,M,master,geologie,65.23,non,No
4707,2010-07-28,roux,38.0,12.0,44609.0,M,bac,geologie,45.37,oui,No
3982,2014-06-03,blond,33.0,16.0,35087.0,M,master,detective,72.78,oui,No
12420,2014-07-10,blond,35.0,5.0,39880.0,M,licence,forage,63.24,oui,No
2882,2013-12-01,brun,37.0,9.0,34232.0,M,master,geologie,49.55,non,No
6570,2014-01-28,blond,28.0,8.0,42271.0,M,licence,geologie,72.9,oui,No
14109,2010-12-04,brun,38.0,13.0,35228.0,M,licence,geologie,68.04,non,No
558,2014-01-19,,35.0,15.0,38212.0,M,master,geologie,74.34,oui,Yes
6461,2010-03-28,blond,44.0,10.0,36377.0,M,licence,forage,72.4,oui,No
10266,2014-05-03,brun,30.0,10.0,33150.0,F,bac,forage,54.59,non,No
12849,2012-01-18,blond,36.0,13.0,41990.0,M,licence,detective,66.52,oui,No
15523,2011-05-06,brun,28.0,12.0,36294.0,M,master,detective,66.29,oui,No
8089,2012-07-07,brun,27.0,13.0,35414.0,M,licence,detective,80.64,non,Yes
5421,2014-12-04,brun,29.0,11.0,33704.0,M,licence,archeologie,79.1,non,Yes
2130,2012-06-02,blond,46.0,12.0,39436.0,M,licence,forage,84.98,oui,Yes
16211,2012-03-21,chatain,27.0,10.0,44318.0,F,licence,geologie,53.23,non,No
3878,2014-10-28,brun,31.0,8.0,32715.0,M,licence,geologie,62.01,non,No
8653,2013-12-29,blond,32.0,9.0,35613.0,M,licence,forage,67.96,non,No
16997,2011-09-04,chatain,49.0,11.0,36345.0,F,licence,geologie,64.69,non,No
16507,2014-07-02,brun,33.0,11.0,43652.0,M,licence,geologie,66.45,oui,No
1762,2014-01-29,chatain,31.0,7.0,37446.0,M,licence,geologie,41.57,non,No
10597,2012-09-08,brun,51.0,14.0,36961.0,M,master,detective,93.68,oui,No
7982,2013-06-01,blond,26.0,8.0,33829.0,M,licence,geologie,84.19,non,No
13975,2010-12-24,chatain,39.0,11.0,43996.0,M,licence,geologie,38.43,non,No
7868,2010-05-14,brun,36.0,10.0,37263.0,F,bac,geologie,57.76,non,No
2032,2014-09-11,chatain,44.0,,35661.0,M,master,geologie,44.25,non,No
11588,2011-07-19,blond,25.0,10.0,31584.0,F,licence,geologie,89.25,non,No
10258,2010-06-13,brun,51.0,7.0,31810.0,F,licence,geologie,75.76,non,No
8553,2011-12-22,chatain,38.0,5.0,38528.0,M,doctorat,detective,94.21,oui,No
14153,2014-11-25,chatain,41.0,9.0,37146.0,M,licence,geologie,58.66,non,No
16446,2012-09-01,roux,42.0,11.0,31766.0,M,licence,geologie,48.89,non,No
5564,2014-03-31,brun,35.0,6.0,34090.0,M,master,forage,80.56,oui,No
11218,2012-06-03,chatain,56.0,9.0,32269.0,F,licence,geologie,68.16,non,No
14241,2011-08-19,chatain,36.0,11.0,,M,master,geologie,76.82,oui,No
18943,2013-08-23,brun,33.0,4.0,29537.0,F,master,geologie,108.54,non,No
17737,2013-04-09,brun,41.0,10.0,39431.0,M,licence,detective,77.2,oui,Yes
14608,2010-12-23,blond,49.0,12.0,32518.0,F,master,forage,91.7,oui,No
2609,2014-12-08,roux,29.0,11.0,39946.0,M,licence,geologie,67.88,oui,No
15632,2013-06-11,blond,34.0,11.0,34743.0,M,licence,geologie,78.77,oui,Yes
8963,2013-12-08,blond,27.0,10.0,37209.0,M,licence,geologie,63.47,non,No
8607,2010-07-02,,41.0,11.0,30414.0,M,master,forage,73.15,non,No
9653,2014-01-22,brun,59.0,10.0,33054.0,M,licence,forage,65.87,non,No
12393,2011-04-26,blond,23.0,4.0,33450.0,F,master,detective,84.29,oui,No
5035,2010-03-23,brun,31.0,6.0,32647.0,M,master,geologie,73.1,non,No
5940,2012-02-15,roux,12.0,13.0,36189.0,M,licence,geologie,57.15,non,No
2109,2013-08-18,blond,32.0,7.0,32696.0,M,licence,geologie,69.03,non,No
11140,2012-06-11,chatain,35.0,14.0,37568.0,M,master,geologie,90.86,oui,No
7772,2013-05-15,brun,23.0,4.0,33524.0,M,master,detective,77.44,oui,No
19199,2011-05-28,chatain,48.0,11.0,39301.0,M,doctorat,geologie,77.32,oui,No
17871,2013-01-08,chatain,42.0,10.0,33601.0,F,master,detective,96.73,oui,No
19711,2012-10-16,,33.0,9.0,29021.0,F,doctorat,archeologie,85.74,oui,No
15138,2013-01-13,blond,36.0,9.0,36221.0,M,master,forage,73.7,oui,No
1553,2013-03-28,brun,33.0,10.0,37436.0,M,master,geologie,63.53,oui,No
404,2010-08-21,brun,35.0,12.0,39121.0,M,licence,geologie,51.28,non,No
16093,2012-09-02,blond,44.0,11.0,35320.0,M,master,detective,76.07,oui,No
9729,2014-08-06,brun,43.0,11.0,31811.0,F,licence,geologie,85.56,non,No
9236,2012-01-17,chatain,42.0,8.0,45118.0,F,master,detective,78.84,oui,No
15981,2014-02-23,blond,30.0,7.0,30979.0,F,,geologie,71.85,non,No
6544,2011-11-26,chatain,21.0,10.0,39851.0,F,master,archeologie,95.98,oui,No
1992,2013-02-23,brun,36.0,7.0,25228.0,F,doctorat,forage,100.02,non,No
2263,2011-04-11,brun,21.0,4.0,36507.0,M,master,forage,90.53,oui,No
10317,2013-08-09,blond,37.0,8.0,36150.0,M,licence,detective,54.4,non,No
16586,2013-07-16,brun,26.0,12.0,28252.0,F,doctorat,detective,110.12,oui,No
13730,2014-01-13,brun,54.0,11.0,38153.0,M,licence,geologie,54.32,non,No
10465,2011-09-19,chatain,38.0,12.0,34804.0,M,doctorat,geologie,92.64,oui,No
11519,2012-01-07,brun,43.0,12.0,33632.0,F,licence,forage,80.76,non,No
14184,2014-10-15,blond,44.0,9.0,27751.0,F,bac,archeologie,80.2,non,Yes
18641,2013-08-27,roux,18.0,10.0,33921.0,M,licence,geologie,85.45,non,Yes
11356,2011-04-02,blond,31.0,13.0,46774.0,M,licence,archeologie,50.97,oui,No
5251,2013-11-10,brun,41.0,12.0,35490.0,F,licence,detective,68.63,non,No
15533,2011-09-27,brun,33.0,5.0,28860.0,M,master,geologie,76.05,non,No
9920,,blond,44.0,10.0,37890.0,F,licence,archeologie,97.5,oui,No
3866,2010-07-28,chatain,34.0,6.0,29745.0,M,doctorat,forage,89.39,oui,No
4787,2013-05-16,chatain,40.0,11.0,38534.0,M,licence,geologie,48.67,non,No
14276,2012-09-20,chatain,38.0,10.0,35384.0,F,master,geologie,97.57,oui,No
19683,2012-08-28,blond,20.0,9.0,31287.0,M,licence,geologie,53.53,non,No
7490,2010-12-08,chatain,14.0,11.0,35774.0,M,doctorat,geologie,75.68,oui,Yes
8777,2014-06-10,blond,27.0,10.0,33682.0,M,master,geologie,76.12,oui,No
11908,2013-10-24,roux,14.0,9.0,32802.0,M,bac,geologie,72.05,non,No
